line_number,book_number,original_text,verse_normalized,verse_syllabified
4546,9,"Froh der bestandnen Gefahr, doch ohne die lieben Gefährten.",froh der bestandnen gefahr doch ohne die lieben gefährten,froh|der|be|stand|nen|ge|fahr|doch|oh|ne|die|lie|ben|ge|fähr|ten
4547,10,Und wir kamen zur Insel Äolia. Diese bewohnte,und wir kamen zur insel äolia diese bewohnte,und|wir|ka|men|zur|in|sel|äo|lia|die|se|be|wohn|te
4548,10,"Äolos, Hippotes' Sohn, ein Freund der unsterblichen Götter.",äolos hippotes' sohn ein freund der unsterblichen götter,äo|los|hip|po|tes'|sohn|ein|freund|der|un|sterb|li|chen|göt|ter
4549,10,Undurchdringlich erhebt sich rings um das schwimmende Eiland,undurchdringlich erhebt sich rings um das schwimmende eiland,un|durch|dring|lich|er|hebt|sich|rings|um|das|schwim|men|de|ei|land
4550,10,"Eine Mauer von Erz, und ein glattes Felsengestade.",eine mauer von erz und ein glattes felsengestade,ei|ne|mau|er|von|erz|und|ein|glat|tes|fel|sen|ge|sta|de
4551,10,"Kinder waren ihm zwölf in seinem Palaste geboren,",kinder waren ihm zwölf in seinem palaste geboren,kin|der|wa|ren|ihm|zwölf|in|sei|nem|pa|las|te|ge|bo|ren
4552,10,"Lieblicher Töchter sechs, und sechs der blühenden Söhne.",lieblicher töchter sechs und sechs der blühenden söhne,lieb|li|cher|töch|ter|sechs|und|sechs|der|blü|hen|den|söh|ne
4553,10,Und er hatte die Töchter den Söhnen zu Weibern gegeben.,und er hatte die töchter den söhnen zu weibern gegeben,und|er|hat|te|die|töch|ter|den|söh|nen|zu|wei|bern|ge|ge|ben
4554,10,Bei dem geliebten Vater und ihrer herrlichen Mutter,bei dem geliebten vater und ihrer herrlichen mutter,bei|dem|ge|lieb|ten|va|ter|und|ih|rer|herr|li|chen|mut|ter
4555,10,"Schmausen sie stets, bewirtet mit tausend köstlichen Speisen.",schmausen sie stets bewirtet mit tausend köstlichen speisen,schmau|sen|sie|stets|be|wir|tet|mit|tau|send|köst|li|chen|spei|sen
4556,10,Und das duftende Haus erschallt von Tönen der Flöte,und das duftende haus erschallt von tönen der flöte,und|das|duf|ten|de|haus|er|schallt|von|tö|nen|der|flö|te
4557,10,"Tages, aber des Nachts ruht neben der züchtigen Gattin",tages aber des nachts ruht neben der züchtigen gattin,ta|ges|a|ber|des|nachts|ruht|ne|ben|der|züch|ti|gen|gat|tin
4558,10,Jeder auf prächtigen Decken im schöngebildeten Bette.,jeder auf prächtigen decken im schöngebildeten bette,je|der|auf|präch|ti|gen|de|cken|im|schön|ge|bil|de|ten|bet|te
4559,10,Und wir kamen zu ihrer Stadt und schönem Palaste.,und wir kamen zu ihrer stadt und schönem palaste,und|wir|ka|men|zu|ih|rer|stadt|und|schö|nem|pa|las|te
4560,10,"Einen Monat bewirtet' er mich, und forschte nach allem,",einen monat bewirtet' er mich und forschte nach allem,ei|nen|mo|nat|be|wir|tet'|er|mich|und|forsch|te|nach|al|lem
4561,10,"Ilions Macht, der Achaier Schiffen, und unserer Heimfahrt;",ilions macht der achaier schiffen und unserer heimfahrt,ili|ons|macht|der|a|chai|er|schif|fen|und|un|se|rer|heim|fahrt
4562,10,Und ich erzählt' ihm darauf umständlich die ganze Geschichte.,und ich erzählt' ihm darauf umständlich die ganze geschichte,und|ich|er|zähl|t'|ihm|dar|auf|um|ständ|lich|die|gan|ze|ge|schich|te
4563,10,"Als ich nun weiter verlangte, und ihn um sichre Geleitung",als ich nun weiter verlangte und ihn um sichre geleitung,als|ich|nun|wei|ter|ver|lang|te|und|ihn|um|sich|re|ge|lei|tung
4564,10,"Bat, versagt' er mir nichts, und rüstete mich zu der Abfahrt.",bat versagt' er mir nichts und rüstete mich zu der abfahrt,bat|ver|sagt'|er|mir|nichts|und|rüs|te|te|mich|zu|der|ab|fahrt
4565,10,"Und er gab mir, verschlossen im dichtgenäheten Schlauche",und er gab mir verschlossen im dichtgenäheten schlauche,und|er|gab|mir|ver|schlos|sen|im|dicht|ge|nä|he|ten|schlau|che
4566,10,"Vom neunjährigen Stiere, das Wehn lautbrausender Winde.",vom neunjährigen stiere das wehn lautbrausender winde,vom|neun|jäh|ri|gen|stie|re|das|wehn|laut|brau|sen|der|win|de
4567,10,"Denn ihn hatte Kronion zum Herrscher der Winde geordnet,",denn ihn hatte kronion zum herrscher der winde geordnet,denn|ihn|hat|te|kro|ni|on|zum|herr|scher|der|win|de|ge|ord|net
4568,10,Sie durch seinen Befehl zu empören oder zu schweigen.,sie durch seinen befehl zu empören oder zu schweigen,sie|durch|sei|nen|be|fehl|zu|em|pö|ren|o|der|zu|schwei|gen
4569,10,Und er knüpfte den Schlauch mit glänzendem silbernen Seile,und er knüpfte den schlauch mit glänzendem silbernen seile,und|er|knüpf|te|den|schlauch|mit|glän|zen|dem|sil|ber|nen|sei|le
4570,10,"Fest in dem hohlen Schiffe, daß auch kein Lüftchen entwehte.",fest in dem hohlen schiffe daß auch kein lüftchen entwehte,fest|in|dem|hoh|len|schif|fe|daß|auch|kein|lüft|chen|ent|weh|te
4571,10,"Vor mir ließ er den Hauch des freundlichen Westes einherwehn,",vor mir ließ er den hauch des freundlichen westes einherwehn,vor|mir|ließ|er|den|hauch|des|freund|li|chen|wes|tes|ein|her|wehn
4572,10,Daß sie die Schiff' und uns selbst heimführeten. Aber dies sollte,daß sie die schiff' und uns selbst heimführeten aber dies sollte,daß|sie|die|schiff'|und|uns|selbst|heim|füh|re|ten|a|ber|dies|soll|te
4573,10,Nicht geschehn; denn wir sanken durch eigene Torheit in Unglück.,nicht geschehn denn wir sanken durch eigene torheit in unglück,nicht|ge|schehn|denn|wir|san|ken|durch|ei|ge|ne|tor|heit|in|un|glück
4574,10,Schon durchsegelten wir neun Tag' und Nächte die Wogen;,schon durchsegelten wir neun tag' und nächte die wogen,schon|durch|se|gel|ten|wir|neun|tag'|und|näch|te|die|wo|gen
4575,10,"Und in der zehnten Nacht erschien uns das heimische Ufer,",und in der zehnten nacht erschien uns das heimische ufer,und|in|der|zehn|ten|nacht|er|schien|uns|das|hei|mi|sche|u|fer
4576,10,Daß wir schon in der Nähe die Feuerwachen erblickten.,daß wir schon in der nähe die feuerwachen erblickten,daß|wir|schon|in|der|nä|he|die|feu|er|wa|chen|er|blick|ten
4577,10,"Jetzo schlummert' ich ein, ermüdet von langer Arbeit;",jetzo schlummert' ich ein ermüdet von langer arbeit,jet|zo|schlum|mert'|ich|ein|er|mü|det|von|lan|ger|ar|beit
4578,10,"Denn ich lenkte beständig das Steur, und ließ der Gefährten",denn ich lenkte beständig das steur und ließ der gefährten,denn|ich|lenk|te|be|stän|dig|das|steur|und|ließ|der|ge|fähr|ten
4579,10,"Keinen dazu, um geschwinder das Vaterland zu erreichen.",keinen dazu um geschwinder das vaterland zu erreichen,kei|nen|da|zu|um|ge|schwin|der|das|va|ter|land|zu|er|rei|chen
4580,10,"Und die Genossen besprachen sich heimlich untereinander,",und die genossen besprachen sich heimlich untereinander,und|die|ge|nos|sen|be|spra|chen|sich|heim|lich|un|ter|ein|an|der
4581,10,"Wähnend, ich führte mit mir viel Gold und Silber zur Heimat,",wähnend ich führte mit mir viel gold und silber zur heimat,wäh|nend|ich|führ|te|mit|mir|viel|gold|und|sil|ber|zur|hei|mat
4582,10,"Äolos' Ehrengeschenke, des hippotadischen Königs.",äolos' ehrengeschenke des hippotadischen königs,äo|los'|eh|ren|ge|schen|ke|des|hip|po|ta|di|schen|kö|nigs
4583,10,"Und man wendete sich zu seinem Nachbar, und sagte:",und man wendete sich zu seinem nachbar und sagte,und|man|wen|de|te|sich|zu|sei|nem|nach|bar|und|sag|te
4584,10,Wunderbar! Dieser Mann gewinnt die Achtung und Liebe,wunderbar dieser mann gewinnt die achtung und liebe,wun|der|bar|die|ser|mann|ge|winnt|die|ach|tung|und|lie|be
4585,10,"Aller Menschen, wohin er auch kommt, in Städten und Ländern!",aller menschen wohin er auch kommt in städten und ländern,al|ler|men|schen|wo|hin|er|auch|kommt|in|städ|ten|und|län|dern
4586,10,Aus der troischen Beute wie manches unschätzbare Kleinod,aus der troischen beute wie manches unschätzbare kleinod,aus|der|tro|i|schen|beu|te|wie|man|ches|un|schätz|ba|re|klein|od
4587,10,"Bringet er mit! und wir, die alle Gefahren geteilet,",bringet er mit und wir die alle gefahren geteilet,brin|get|er|mit|und|wir|die|al|le|ge|fah|ren|ge|tei|let
4588,10,Kehren am Ende doch mit leeren Händen zur Heimat.,kehren am ende doch mit leeren händen zur heimat,keh|ren|am|en|de|doch|mit|lee|ren|hän|den|zur|hei|mat
4589,10,Nun hat Äolos dieses Geschenk aus besonderer Freundschaft,nun hat äolos dieses geschenk aus besonderer freundschaft,nun|hat|äo|los|die|ses|ge|schenk|aus|be|son|de|rer|freund|schaft
4590,10,"Ihm verehrt! Auf, laßt uns denn eilen und sehen, was dies sei,",ihm verehrt auf laßt uns denn eilen und sehen was dies sei,ihm|ver|ehrt|auf|laßt|uns|denn|ei|len|und|se|hen|was|dies|sei
4591,10,Wie viel Silber und Gold in diesem Schlauche doch stecke.,wie viel silber und gold in diesem schlauche doch stecke,wie|viel|sil|ber|und|gold|in|die|sem|schlau|che|doch|ste|cke
4592,10,Also sprach man. Es siegte der böse Rat der Genossen;,also sprach man es siegte der böse rat der genossen,al|so|sprach|man|es|sieg|te|der|bö|se|rat|der|ge|nos|sen
4593,10,"Und sie lösten den Schlauch, und mit einmal entsausten die Winde.",und sie lösten den schlauch und mit einmal entsausten die winde,und|sie|lös|ten|den|schlauch|und|mit|ein|mal|ents|aus|ten|die|win|de
4594,10,"Plötzlich ergriff sie der Sturm, und schleudert' weit in das Weltmeer",plötzlich ergriff sie der sturm und schleudert' weit in das weltmeer,plötz|lich|er|griff|sie|der|sturm|und|schleu|dert'|weit|in|das|welt|meer
4595,10,"Hin die Weinenden, ferne vom Vaterlande. Da fuhr ich",hin die weinenden ferne vom vaterlande da fuhr ich,hin|die|wei|nen|den|fer|ne|vom|va|ter|lan|de|da|fuhr|ich
4596,10,"Schnell aus dem Schlaf, und erwog in meiner unsträflichen Seele:",schnell aus dem schlaf und erwog in meiner unsträflichen seele,schnell|aus|dem|schlaf|und|er|wog|in|mei|ner|un|sträf|li|chen|see|le
4597,10,"Ob ich vom Schiffe hinab in die tobenden Wogen mich stürzte,",ob ich vom schiffe hinab in die tobenden wogen mich stürzte,ob|ich|vom|schif|fe|hin|ab|in|die|to|ben|den|wo|gen|mich|stürz|te
4598,10,"Oder es schweigend erduldet , und noch bei den Lebenden bliebe;",oder es schweigend erduldet und noch bei den lebenden bliebe,o|der|es|schwei|gend|er|dul|det|und|noch|bei|den|le|ben|den|blie|be
4599,10,"Aber ich duldet' und blieb, und lag mit verhülletem Antlitz",aber ich duldet' und blieb und lag mit verhülletem antlitz,a|ber|ich|dul|det'|und|blieb|und|lag|mit|ver|hül|le|tem|ant|litz
4600,10,Auf dem Verdeck; und es warf der Orkan aufbrausend die Schiffe,auf dem verdeck und es warf der orkan aufbrausend die schiffe,auf|dem|ver|deck|und|es|warf|der|or|kan|auf|brau|send|die|schif|fe
4601,10,Nach der äolischen Insel zurück; es seufzten die Männer.,nach der äolischen insel zurück es seufzten die männer,nach|der|äo|li|schen|in|sel|zu|rück|es|seufz|ten|die|män|ner
4602,10,"Allda stiegen wir aus an den Strand, und schöpften uns Wasser.",allda stiegen wir aus an den strand und schöpften uns wasser,all|da|stie|gen|wir|aus|an|den|strand|und|schöpf|ten|uns|was|ser
4603,10,Schnell bereiteten uns die Gefährten ein Mahl bei den Schiffen.,schnell bereiteten uns die gefährten ein mahl bei den schiffen,schnell|be|rei|te|ten|uns|die|ge|fähr|ten|ein|mahl|bei|den|schif|fen
4604,10,"Und sobald wir das Herz mit Trank und Speise gestärket,",und sobald wir das herz mit trank und speise gestärket,und|so|bald|wir|das|herz|mit|trank|und|spei|se|ge|stär|ket
4605,10,"Eilt' ich, von unserem Herold und einem Gefährten begleitet,",eilt' ich von unserem herold und einem gefährten begleitet,eilt'|ich|von|un|se|rem|he|rold|und|ei|nem|ge|fähr|ten|be|glei|tet
4606,10,Zu der herrlichen Burg des Äolos. Diesen erblickt' ich,zu der herrlichen burg des äolos diesen erblickt' ich,zu|der|herr|li|chen|burg|des|äo|los|die|sen|er|blickt'|ich
4607,10,Sitzend mit seinem Weib' und seinen Kindern beim Schmause.,sitzend mit seinem weib' und seinen kindern beim schmause,sit|zend|mit|sei|nem|weib'|und|sei|nen|kin|dern|beim|schmau|se
4608,10,"Und wir gingen ins Haus, und setzten uns neben den Pfosten",und wir gingen ins haus und setzten uns neben den pfosten,und|wir|gin|gen|ins|haus|und|setz|ten|uns|ne|ben|den|pfos|ten
4609,10,"Auf die Schwelle dahin; sie erschraken im Herzen, und fragten:",auf die schwelle dahin sie erschraken im herzen und fragten,auf|die|schwel|le|da|hin|sie|er|schra|ken|im|her|zen|und|frag|ten
4610,10,"Siehe woher, Odysseus? Welch böser Dämon verfolgt dich?",siehe woher odysseus welch böser dämon verfolgt dich,sie|he|wo|her|o|dys|seus|welch|bö|ser|dä|mon|ver|folgt|dich
4611,10,"Haben wir doch die Fahrt so sorgsam gefördert, damit du",haben wir doch die fahrt so sorgsam gefördert damit du,ha|ben|wir|doch|die|fahrt|so|sorg|sam|ge|för|dert|da|mit|du
4612,10,"Heim in dein Vaterland, und wohin dir's beliebte, gelangtest!",heim in dein vaterland und wohin dir's beliebte gelangtest,heim|in|dein|va|ter|land|und|wo|hin|dir's|be|lieb|te|ge|lang|test
4613,10,"Also sprach man; und ich antwortete, trauriges Herzens:",also sprach man und ich antwortete trauriges herzens,al|so|sprach|man|und|ich|ant|wor|te|te|trau|ri|ges|her|zens
4614,10,"Meine bösen Gefährten, die sind mein Verderben, mit diesen",meine bösen gefährten die sind mein verderben mit diesen,mei|ne|bö|sen|ge|fähr|ten|die|sind|mein|ver|der|ben|mit|die|sen
4615,10,"Ein unseliger Schlaf! Ach helft mir, Freunde! Ihr könnt es.",ein unseliger schlaf ach helft mir freunde ihr könnt es,ein|un|se|li|ger|schlaf|ach|helft|mir|freun|de|ihr|könnt|es
4616,10,Also wollt' ich sie mir mit schmeichelnden Worten gewinnen.,also wollt' ich sie mir mit schmeichelnden worten gewinnen,al|so|wollt'|ich|sie|mir|mit|schmei|cheln|den|wor|ten|ge|win|nen
4617,10,Aber sie schwiegen still; der Vater gab mir zur Antwort:,aber sie schwiegen still der vater gab mir zur antwort,a|ber|sie|schwie|gen|still|der|va|ter|gab|mir|zur|ant|wort
4618,10,"Hebe dich eilig hinweg von der Insel, du Ärgster der Menschen!",hebe dich eilig hinweg von der insel du ärgster der menschen,he|be|dich|ei|lig|hin|weg|von|der|in|sel|du|ärgs|ter|der|men|schen
4619,10,"Denn es geziemet mir nicht, zu bewirten, noch weiter zu senden",denn es geziemet mir nicht zu bewirten noch weiter zu senden,denn|es|ge|zie|met|mir|nicht|zu|be|wir|ten|noch|wei|ter|zu|sen|den
4620,10,"Einen Mann, den die Rache der seligen Götter verfolget.",einen mann den die rache der seligen götter verfolget,ei|nen|mann|den|die|ra|che|der|se|li|gen|göt|ter|ver|fol|get
4621,10,"Hebe dich weg, denn du kömmst mit dem Zorne der Götter beladen!",hebe dich weg denn du kömmst mit dem zorne der götter beladen,he|be|dich|weg|denn|du|kömmst|mit|dem|zor|ne|der|göt|ter|be|la|den
4622,10,"Also sprach er, und trieb mich Seufzenden ans dem Palaste.",also sprach er und trieb mich seufzenden ans dem palaste,al|so|sprach|er|und|trieb|mich|seuf|zen|den|ans|dem|pa|las|te
4623,10,Und wir steuerten jetzo mit trauriger Seele von dannen.,und wir steuerten jetzo mit trauriger seele von dannen,und|wir|steu|er|ten|jet|zo|mit|trau|ri|ger|see|le|von|dan|nen
4624,10,"Aber den Männern entschwand das Herz am ermüdenden Ruder,",aber den männern entschwand das herz am ermüdenden ruder,a|ber|den|män|nern|ent|schwand|das|herz|am|er|mü|den|den|ru|der
4625,10,"Unserer Torheit halben, weil weiter kein Ende zu sehn war.",unserer torheit halben weil weiter kein ende zu sehn war,un|se|rer|tor|heit|hal|b|en|weil|wei|ter|kein|en|de|zu|sehn|war
4626,10,"Als wir nun sechs Tag' und Nächte die Wogen durchrudert,",als wir nun sechs tag' und nächte die wogen durchrudert,als|wir|nun|sechs|tag'|und|näch|te|die|wo|gen|durch|ru|dert
4627,10,"Landeten wir bei der Feste der Lästrygonen, bei Lamos",landeten wir bei der feste der lästrygonen bei lamos,lan|de|ten|wir|bei|der|fes|te|der|lästry|go|nen|bei|la|mos
4628,10,Stadt Telepylos an. Hier wechseln Hirten mit Hirten;,stadt telepylos an hier wechseln hirten mit hirten,stadt|te|le|py|los|an|hier|wech|seln|hir|ten|mit|hir|ten
4629,10,"Welcher heraustreibt, hört das Rufen des, der hereintreibt.",welcher heraustreibt hört das rufen des der hereintreibt,wel|cher|her|aus|treibt|hört|das|ru|fen|des|der|her|ein|treibt
4630,10,"Und ein Mann ohne Schlaf erfreute sich doppeltes Lohnes,",und ein mann ohne schlaf erfreute sich doppeltes lohnes,und|ein|mann|oh|ne|schlaf|er|freu|te|sich|dop|pel|tes|loh|nes
4631,10,"Eines als Rinderhirte, des andern als Hirte der Schafe;",eines als rinderhirte des andern als hirte der schafe,ei|nes|als|rinder|hir|te|des|an|dern|als|hir|te|der|scha|fe
4632,10,Denn nicht weit sind die Triften der Nacht und des Tages entfernet.,denn nicht weit sind die triften der nacht und des tages entfernet,denn|nicht|weit|sind|die|trif|ten|der|nacht|und|des|ta|ges|ent|fer|net
4633,10,"Jetzo erreichten wir den trefflichen Hafen, den ringsum",jetzo erreichten wir den trefflichen hafen den ringsum,jet|zo|er|reich|ten|wir|den|treff|li|chen|ha|fen|den|rings|um
4634,10,"Himmelanstrebende Felsen von beiden Seiten umschließen,",himmelanstrebende felsen von beiden seiten umschließen,him|mel|an|stre|ben|de|fel|sen|von|bei|den|sei|ten|um|schlie|ßen
4635,10,Und wo vorn in der Mündung sich zwo vorragende Spitzen,und wo vorn in der mündung sich zwo vorragende spitzen,und|wo|vorn|in|der|mün|dung|sich|zwo|vor|ra|gen|de|spit|zen
4636,10,Gegeneinander drehn; ein enggeschlossener Eingang!,gegeneinander drehn ein enggeschlossener eingang,ge|gen|ein|an|der|drehn|ein|eng|ge|schlos|se|ner|ein|gang
4637,10,Meine Gefährten lenkten die gleichgezimmerten Schiffe,meine gefährten lenkten die gleichgezimmerten schiffe,mei|ne|ge|fähr|ten|lenk|ten|die|gleich|ge|zim|mer|ten|schif|fe
4638,10,"Alle hinein in die Bucht, und banden sie dicht bei einander",alle hinein in die bucht und banden sie dicht bei einander,al|le|hin|ein|in|die|bucht|und|ban|den|sie|dicht|bei|ein|an|der
4639,10,"Fest; denn niemals erhob sich eine Welle darinnen,",fest denn niemals erhob sich eine welle darinnen,fest|denn|nie|mals|er|hob|sich|ei|ne|wel|le|dar|in|nen
4640,10,Weder groß und klein; rings herrschst spiegelnde Stille.,weder groß und klein rings herrschst spiegelnde stille,we|der|groß|und|klein|rings|herrschst|spie|geln|de|stil|le
4641,10,"Ich allein blieb draußen mit meinem schwärzlichen Schiffe,",ich allein blieb draußen mit meinem schwärzlichen schiffe,ich|al|lein|blieb|drau|ßen|mit|mei|nem|schwärz|li|chen|schif|fe
4642,10,"An dem Ende der Bucht, und band es mit Seilen am Felsen,",an dem ende der bucht und band es mit seilen am felsen,an|dem|en|de|der|bucht|und|band|es|mit|sei|len|am|fel|sen
4643,10,Kletterte dann auf den zackichten weitumschauenden Gipfel.,kletterte dann auf den zackichten weitumschauenden gipfel,klet|ter|te|dann|auf|den|zackich|ten|weit|um|schau|en|den|gip|fel
4644,10,Aber es zeigte sich nirgends die Spur von Stieren und Pflügern;,aber es zeigte sich nirgends die spur von stieren und pflügern,a|ber|es|zeig|te|sich|nir|gends|die|spur|von|stie|ren|und|pflü|gern
4645,10,Sondern wir sahn nur Rauch von der Erd' am Himmel hinaufziehn.,sondern wir sahn nur rauch von der erd' am himmel hinaufziehn,son|dern|wir|sahn|nur|rauch|von|der|erd'|am|him|mel|hin|auf|ziehn
4646,10,"Jetzo sandt' ich Männer voraus, das Land zu erkunden,",jetzo sandt' ich männer voraus das land zu erkunden,jet|zo|sandt'|ich|män|ner|vor|aus|das|land|zu|er|kun|den
4647,10,"Was für Sterbliche dort die Frucht des Halmes genössen,",was für sterbliche dort die frucht des halmes genössen,was|für|sterb|li|che|dort|die|frucht|des|hal|mes|ge|nös|sen
4648,10,Zween erles'ne Gefährten; ein Herold war ihr Begleiter.,zween erles'ne gefährten ein herold war ihr begleiter,zween|er|les|'|ne|ge|fähr|ten|ein|he|rold|war|ihr|be|glei|ter
4649,10,"Und sie stiegen ans Land, und gingen die Straße, worauf man",und sie stiegen ans land und gingen die straße worauf man,und|sie|stie|gen|ans|land|und|gin|gen|die|stra|ße|wor|auf|man
4650,10,Holzbeladene Wagen vom hohen Gebirge zur Stadt fährt.,holzbeladene wagen vom hohen gebirge zur stadt fährt,holz|be|la|de|ne|wa|gen|vom|ho|hen|ge|bir|ge|zur|stadt|fährt
4651,10,"Ihnen begegnete dicht vor der Stadt ein Mädchen, das Wasser",ihnen begegnete dicht vor der stadt ein mädchen das wasser,ih|nen|be|geg|ne|te|dicht|vor|der|stadt|ein|mäd|chen|das|was|ser
4652,10,"Schöpfte, des Lästrygonen Antiphates rüstige Tochter.",schöpfte des lästrygonen antiphates rüstige tochter,schöpf|te|des|lästry|go|nen|an|ti|pha|tes|rüs|ti|ge|toch|ter
4653,10,Diese stieg zu der Nymphe Artakia sprudelnder Quelle,diese stieg zu der nymphe artakia sprudelnder quelle,die|se|stieg|zu|der|nym|phe|arta|kia|spru|deln|der|quel|le
4654,10,Nieder; denn daraus schöpften die Lästrygonen ihr Wasser.,nieder denn daraus schöpften die lästrygonen ihr wasser,nie|der|denn|dar|aus|schöpf|ten|die|lästry|go|nen|ihr|was|ser
4655,10,"Und sie traten hinzu, begrüßten das Mädchen, und fragten,",und sie traten hinzu begrüßten das mädchen und fragten,und|sie|tra|ten|hin|zu|be|grüß|ten|das|mäd|chen|und|frag|ten
4656,10,"Wer dort König wäre, und welches Volk er beherrschte.",wer dort könig wäre und welches volk er beherrschte,wer|dort|kö|nig|wä|re|und|wel|ches|volk|er|be|herrsch|te
4657,10,Jene wies sie sogleich zum hohen Palaste des Vaters.,jene wies sie sogleich zum hohen palaste des vaters,je|ne|wies|sie|so|gleich|zum|ho|hen|pa|las|te|des|va|ters
4658,10,"Und sie gingen hinein in die Burg, und fanden des Königs",und sie gingen hinein in die burg und fanden des königs,und|sie|gin|gen|hin|ein|in|die|burg|und|fan|den|des|kö|nigs
4659,10,"Weib, so groß wie ein Gipfel des Bergs; und ein Grauen befiel sie.",weib so groß wie ein gipfel des bergs und ein grauen befiel sie,weib|so|groß|wie|ein|gip|fel|des|bergs|und|ein|grau|en|be|fiel|sie
4660,10,"Jene rief den berühmten Antiphates aus der Versammlung,",jene rief den berühmten antiphates aus der versammlung,je|ne|rief|den|be|rühm|ten|an|ti|pha|tes|aus|der|ver|samm|lung
4661,10,"Ihren Gemahl, der ihnen ein schreckliches Ende bestimmte.",ihren gemahl der ihnen ein schreckliches ende bestimmte,ih|ren|ge|mahl|der|ih|nen|ein|schreck|li|ches|en|de|be|stimm|te
4662,10,"Ungestüm packt' er den einen Gefährten, und tischte den Schmaus auf.",ungestüm packt' er den einen gefährten und tischte den schmaus auf,un|ge|stüm|pack|t'|er|den|ei|nen|ge|fähr|ten|und|tisch|te|den|schmaus|auf
4663,10,"Aber die übrigen Zween enteilten, und flohn zu den Schiffen.",aber die übrigen zween enteilten und flohn zu den schiffen,a|ber|die|üb|ri|gen|zween|ent|eil|ten|und|flohn|zu|den|schif|fen
4664,10,Und er erhub ein Gebrüll durch die Stadt; und siehe; mit einmal,und er erhub ein gebrüll durch die stadt und siehe mit einmal,und|er|er|hub|ein|ge|brüll|durch|die|stadt|und|sie|he|mit|ein|mal
4665,10,Kamen hieher und dorther die rüstigen Lästrygonen,kamen hieher und dorther die rüstigen lästrygonen,ka|men|hie|her|und|dort|her|die|rüs|ti|gen|lästry|go|nen
4666,10,"Zahllos zuhauf, sie glichen nicht Menschen, sondern Giganten.",zahllos zuhauf sie glichen nicht menschen sondern giganten,zahl|los|zu|hauf|sie|gli|chen|nicht|men|schen|son|dern|gi|gan|ten
4667,10,Diese schleuderten jetzt von dem Fels unmenschliche Lasten,diese schleuderten jetzt von dem fels unmenschliche lasten,die|se|schleu|der|ten|jetzt|von|dem|fels|un|mensch|li|che|las|ten
4668,10,"Steine herab; da entstand in den Schiffen ein schrecklich Getümmel,",steine herab da entstand in den schiffen ein schrecklich getümmel,stei|ne|her|ab|da|ent|stand|in|den|schif|fen|ein|schreck|lich|ge|tüm|mel
4669,10,Sterbender Männer Geschrei und das Krachen zerschmetterter Schiffe.,sterbender männer geschrei und das krachen zerschmetterter schiffe,ster|ben|der|män|ner|ge|schrei|und|das|kra|chen|zer|schmet|ter|ter|schif|fe
4670,10,"Und man durchstach sie, wie Fische, und trug sie zum scheußlichen Fraß hin.",und man durchstach sie wie fische und trug sie zum scheußlichen fraß hin,und|man|durch|stach|sie|wie|fi|sche|und|trug|sie|zum|scheuß|li|chen|fraß|hin
4671,10,"Während diese die Männer im tiefen Hafen vertilgten,",während diese die männer im tiefen hafen vertilgten,wäh|rend|die|se|die|män|ner|im|tie|fen|ha|fen|ver|tilg|ten
4672,10,"Eilt' ich geschwind, und riß das geschliffene Schwert von der Hüfte,",eilt' ich geschwind und riß das geschliffene schwert von der hüfte,eilt'|ich|ge|schwind|und|riß|das|ge|schlif|fe|ne|schwert|von|der|hüf|te
4673,10,Und zerhaute die Seile des blaugeschnäbelten Schiffes.,und zerhaute die seile des blaugeschnäbelten schiffes,und|zer|hau|te|die|sei|le|des|blau|ge|schnä|bel|ten|schif|fes
4674,10,"Dann ermahnt' ich und trieb aufs äußerste meine Genossen,",dann ermahnt' ich und trieb aufs äußerste meine genossen,dann|er|mahnt'|ich|und|trieb|aufs|äu|ßers|te|mei|ne|ge|nos|sen
4675,10,"Hurtig die Ruder zu regen, daß wir dem Verderben entrönnen;",hurtig die ruder zu regen daß wir dem verderben entrönnen,hur|tig|die|ru|der|zu|re|gen|daß|wir|dem|ver|der|ben|ent|rön|nen
4676,10,"Keuchend schlugen sie alle die Flut, aus Furcht vor dem Tode.",keuchend schlugen sie alle die flut aus furcht vor dem tode,keu|chend|schlu|gen|sie|al|le|die|flut|aus|furcht|vor|dem|to|de
4677,10,Aber glücklich enteilte mein Schiff von den hangenden Klippen,aber glücklich enteilte mein schiff von den hangenden klippen,a|ber|glü|ck|lich|ent|eil|te|mein|schiff|von|den|han|gen|den|klip|pen
4678,10,Über das Meer; die andern versanken dort all' in den Abgrund.,über das meer die andern versanken dort all' in den abgrund,ü|ber|das|meer|die|an|dern|ver|san|ken|dort|all'|in|den|ab|grund
4679,10,"Also steuerten wir mit trauriger Seele von dannen,",also steuerten wir mit trauriger seele von dannen,al|so|steu|er|ten|wir|mit|trau|ri|ger|see|le|von|dan|nen
4680,10,"Froh der bestandnen Gefahr, doch ohne die lieben Gefährten.",froh der bestandnen gefahr doch ohne die lieben gefährten,froh|der|be|stand|nen|ge|fahr|doch|oh|ne|die|lie|ben|ge|fähr|ten
4681,10,Und wir kamen zur Insel Ääa. Diese bewohnte,und wir kamen zur insel ääa diese bewohnte,und|wir|ka|men|zur|in|sel|ääa|die|se|be|wohn|te
4682,10,"Kirke, die schöngelockte, die hehre melodische Göttin,",kirke die schöngelockte die hehre melodische göttin,kir|ke|die|schön|ge|lock|te|die|heh|re|me|lo|di|sche|göt|tin
